message,label
hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only â£10 at txtauction!txt word:start to no:81151 & get yours now!4t&,1
"free2day sexy st george's day pic of jordan!txt pic to 89080 dont miss out, then every wk a saucy celeb!4 more pics c pocketbabe.co.uk 0870241182716 â£3/wk",1
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599,1
"fantasy football is back on your tv. go to sky gamestar on sky active and play â£250k dream team. scoring starts on saturday, so register now!sky opt out to 88088",1
you have 1 new message. please call 08718738034.,1
would you like to see my xxx pics they are so hot they were nearly banned in the uk!,1
85233 free>ringtone!reply real,1
18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.,1
dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs,1
xmas iscoming & ur awarded either â£500 cd gift vouchers & free entry 2 r â£100 weekly draw txt music to 87066 tnc www.ldew.com1win150ppmx3age16subscription,1
"double mins & 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia with bluetooth free! call mobileupd8 on 08000839402 or call2optout/hf8",1
wow! the boys r back. take that 2007 uk tour. win vip tickets & pre-book with vip club. txt club to 81303. trackmarque ltd info@vipclub4u.,1
please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed â£1000 cash or â£5000 prize!,1
you are chosen to receive a â£350 award! pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1
"hi, this is mandy sullivan calling from hotmix fm...you are chosen to receive â£5000.00 in our easter prize draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1
"customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622",1
you have 1 new voicemail. please call 08719181513.,1
someone u know has asked our dating service 2 contact you! cant guess who? call 09058091854 now all will be revealed. po box385 m6 6wu,1
back 2 work 2morro half term over! can u c me 2nite 4 some sexy passion b4 i have 2 go back? chat now 09099726481 luv dena calls â£1/minmobsmorelkpobox177hp51fl,1
"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com",1
ever thought about living a good life with a perfect partner? just txt back name and age to join the mobile community. (100p/sms),1
yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.,1
call 09095350301 and send our girls into erotic ecstacy. just 60p/min. to stop texts call 08712460324 (nat rate),1
sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. â£1.50 sp:tyrone,1
panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on 08000839402 or call 2optout,1
a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345,1
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/meg. cc: 08718720201 hg/suite342/2lands row/w1j6hl,1
"free msg: get gnarls barkleys ""crazy"" ringtone totally free just reply go to this message right now!",1
freemsg:feelin kinda lnly hope u like 2 keep me company! jst got a cam moby wanna c my pic?txt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242,1
gsoh? good with spam the ladies?u could b a male gigolo? 2 join the uk's fastest growing mens club reply oncall. mjzgroup. 08714342399.2stop reply stop. msg@â£1.50rcvd,1
want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join the uk's largest dogging network bt txting gravel to 69888! nt. ec2a. 31p.msg@150p,1
free>ringtone! reply real or poly eg real1 1. pushbutton 2. dontcha 3. babygoodbye 4. golddigger 5. webeburnin 1st tone free and 6 more when u join for â£3/wk,1
"sms. ac sun0819 posts hello:""you seem cool, wanted to say hi. hi!!!"" stop? send stop to 62468",1
"urgent!: your mobile no. was awarded a â£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9755 box95qu",1
+123 congratulations - in this week's competition draw u have won the â£1450 prize to claim just call 09050002311 b4280703. t&cs/stop sms 08718727868. over 18 only 150ppm,1
please call amanda with regard to renewing or upgrading your current t-mobile handset free of charge. offer ends today. tel 0845 021 3680 subject to t's and c's,1
big brother alert! the computer has selected u for 10k cash or #150 voucher. call 09064018838. ntt po box cro1327 18+ bt landline cost 150ppm mobiles vary,1
private! your 2003 account statement for 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 expires 18/11/04,1
"thanks for your ringtone order, reference t91. you will be charged gbp 4 per week. you can unsubscribe at anytime by calling customer services on 09057039994",1
how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1
camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.,1
"last chance! claim ur â£150 worth of discount vouchers today! text shop to 85023 now! savamob, offers mobile! t cs savamob pobox84, m263uz. â£3.00 sub. 16",1
you are a winner you have been specially selected to receive â£1000 cash or a â£2000 award. speak to a live operator to claim call 087147123779am-7pm. cost 10p,1
great news! call freefone 08006344447 to claim your guaranteed â£1000 cash or â£2000 gift. speak to a live operator now!,1
bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com,1
"your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call.",1
private! your 2003 account statement for 07808 xxxxxx shows 800 un-redeemed s. i. m. points. call 08719899217 identifier code: 41685 expires 07/11/04,1
todays voda numbers ending 7548 are selected to receive a $350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,1
"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction",1
"get 3 lions england tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply.",1
dear subscriber ur draw 4 â£100 gift voucher will b entered on receipt of a correct ans. when was elvis presleys birthday? txt answer to 80062,1
ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofâ£2000 cash 18+only. to opt out txt x to 07786200117,1
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1
8007 25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys :zed 08701417012 profit 2 charity,1
8007 free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w4 5wq norm 150p/tone 16+,1
"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a â£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",1
"ou are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a â£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18",1
"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16",1
"congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!",1
"welcome to uk-mobile-date this msg is free giving you free calling to 08719839835. future mgs billed at 150p daily. to cancel send ""go stop"" to 89123",1
"for ur chance to win â£250 cash every wk txt: play to 83370. t's&c's www.music-trivia.net custcare 08715705022, 1x150p/wk.",1
"spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic",1
"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a â£1500 bonus prize, call 09066368470",1
"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1
urgent! your mobile number has been awarded with a â£2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,1
i don't know u and u don't know me. send chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,1
"auction round 4. the highest bid is now â£54. next maximum bid is â£71. to bid, send bids e. g. 10 (to bid â£10) to 83383. good luck.",1
promotion number: 8714714 - ur awarded a city break and could win a â£200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 â£1.50perwksub,1
am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callsâ£1/minmobsmore lkpobox177hp51fl,1
"this weeks savamob member offers are now accessible. just call 08709501522 for details! savamob, pobox 139, la3 2wu. only â£1.50/week. savamob - offers mobile!",1
rct' thnq adrian for u text. rgds vatian,1
"win the newest âharry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!",1
free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,1
"u were outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply end out",1
congrats! nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16+ close 300603 post bcm4284 ldn wc1n3xx,1
"well done! your 4* costa del sol holiday or â£5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, costâ£1.50/pm, max10mins",1
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,1
"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors free from your mobile by dialling 402.",1
ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,1
you have won! as a valued vodafone customer our computer has picked you to win a â£150 prize. to collect is easy. just call 09061743386,1
"urgent! your mobile no 07808726822 was awarded a â£2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu",1
free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 08001950382 or call2optout/674&,1
claire here am havin borin time & am now alone u wanna cum over 2nite? chat now 09099725823 hope 2 c u luv claire xx callsâ£1/minmoremobsemspobox45po139wa,1
you are a winner u have been specially selected 2 receive â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),1
"urgent! your mobile number *************** won a â£2000 bonus caller prize on 10/06/03! this is the 2nd attempt to reach you! call 09066368753 asap! box 97n7qp, 150ppm",1
burger king - wanna play footy at a top stadium? get 2 burger king before 1st sept and go large or super with coca-cola and walk out a winner,1
gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send stop to 89070,1
december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update vco free on 08002986906,1
bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!,1
"themob>hit the link to get a premium pink panther game, the new no. 1 from sugababes, a crazy zebra animation or a badass hoody wallpaper-all 4 free!",1
"hello darling how are you today? i would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1
text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx,1
someonone you know is trying to contact you via our dating service! to find out who it could be call from your mobile or landline 09064015307 box334sk38ch,1
u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm,1
urgent! we are trying to contact u. todays draw shows that you have won a â£800 prize guaranteed. call 09050003091 from land line. claim c52. valid 12hrs only,1
urgent! this is the 2nd attempt to contact u!u have won â£1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. maxâ£7. 50,1
"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a â£1500 bonus prize, call 09066364589",1
urgent please call 09066612661 from landline. â£5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ â,1
* free* polyphonic ringtone text super to 87131 to get your free poly tone of the week now! 16 sn pobox202 nr31 7zs subscription 450pw,1
"hi babe its jordan, how r u? im home from abroad and lonely, text me back if u wanna chat xxsp visionsms.com text stop to stopcost 150p 08712400603",1
you have 1 new message. please call 08715205273,1
"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy",1
sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv,1
here is your discount code rp176781. to stop further messages reply stop. www.regalportfolio.co.uk. customer services 08717205546,1
"freemsg hey there darling it's been 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, â£1.50 to rcv",1
"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1
monthly password for wap. mobsi.com is 391784. use your wap phone not pc.,1
"win the newest âharry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!",1
"you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000878. pobox45w2tg150p",1
urgent! your mobile number has been awarded with a â£2000 prize guaranteed. call 09058094455 from land line. claim 3030. valid 12hrs only,1
"double mins and txts 4 6months free bluetooth on orange. available on sony, nokia motorola phones. call mobileupd8 on 08000839402 or call2optout/n9dx",1
collect your valentine's weekend to paris inc flight & hotel + â£200 prize guaranteed! text: paris to no: 69101. www.rtf.sphosting.com,1
no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,1
"thanks for your ringtone order, ref number r836. your mobile will be charged â£4.50. should your tone not arrive please call customer services on 09065069154",1
hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p provided by tones2you.co.uk,1
last chance 2 claim ur â£150 worth of discount vouchers-text yes to 85023 now!savamob-member offers mobile t cs 08717898035. â£3.00 sub. 16 . remove txt x or stop,1
dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence?,1
hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,1
you are awarded a sipix digital camera! call 09061221061 from landline. delivery within 28days. t cs box177. m221bp. 2yr warranty. 150ppm. 16 . p pâ£3.99,1
private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires,1
"hottest pics straight to your phone!! see me getting wet and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx",1
free entry into our â£250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,1
guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18,1
call 09090900040 & listen to extreme dirty live chat going on in the office right now total privacy no one knows your [sic] listening 60p min 24/7mp 0870753331018+,1
"5 free top polyphonic tones call 087018728737, national rate. get a toppoly tune sent every week, just text subpoly to 81618, â£3 per pole. unsub 08718727870.",1
"latest nokia mobile or ipod mp3 player +â£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.â£1,50/mtmsgrcvd18+",1
eastenders tv quiz. what flower does dot compare herself to? d= violet e= tulip f= lily txt d e or f to 84025 now 4 chance 2 win â£100 cash wkent/150p16+,1
ur hmv quiz cash-balance is currently â£500 - to maximize ur cash-in now send hmv1 to 86688 only 150p/msg,1
"you are a â£1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe",1
private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04,1
25p 4 alfie moon's children in need song on ur mob. tell ur m8s. txt tone charity to 8007 for nokias or poly charity for polys: zed 08701417012 profit 2 charity.,1
marvel mobile play the official ultimate spider-man game (â£4.50) on ur mobile right now. text spider to 83338 for the game & we ll send u a free 8ball wallpaper,1
free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or â£250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,1
adult 18 content your video will be with you shortly,1
"thanks for your ringtone order, reference number x49. your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182. from: [colour=red]text[/colour]txtstar",1
december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,1
natalja (25/f) is inviting you to be her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat27081980 stop? send stop frnd to 62468,1
your unique user id is 1172. for removal send stop to 87239 customer services 08708034412,1
block breaker now comes in deluxe format with new features and great graphics from t-mobile. buy for just â£5 by replying get bbdeluxe and take the challenge,1
kit strip - you have been billed 150p. netcollex ltd. po box 1013 ig11 oja,1
"oh my god! i've found your number again! i'm so glad, text me back xafter this msgs cst std ntwk chg â£1.50",1
"44 7732584351, do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.",1
"latest news! police station toilet stolen, cops have nothing to go on!",1
private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05,1
do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705.,1
had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030,1
freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop,1
**free message**thanks for using the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,1
from 88066 lost â£12 help,1
winner!! as a valued network customer you have been selected to receivea â£900 prize reward! to claim call 09061701461. claim code kl341. valid 12 hours only.,1
get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only,1
free entry into our â£250 weekly comp just send the word win to 80086 now. 18 t&c www.txttowin.co.uk,1
"hungry gay guys feeling hungry and up 4 it, now. call 08718730555 just 10p/min. to stop texts call 08712460324 (10p/min)",1
had your mobile 11mths ? update for free to oranges latest colour camera mobiles & unlimited weekend calls. call mobile upd8 on freefone 08000839402 or 2stoptx,1
you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt,1
"shop till u drop, is it you, either 10k, 5k, â£500 cash or â£100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary",1
4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths ? call mobilesdirect free on 08000938767 to update now! or2stoptxt,1
important information 4 orange user 0796xxxxxx. today is ur lucky day!2 find out why log onto http://www.urawinner.com there's a fantastic prizeawaiting you!,1
"final chance! claim ur â£150 worth of discount vouchers today! text yes to 85023 now! savamob, member offers mobile! t cs savamob pobox84, m263uz. â£3.00 subs 16",1
congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts&cs www.smsco.net costâ£3.75max,1
save money on wedding lingerie at www.bridal.petticoatdreams.co.uk choose from a superb selection with national delivery. brought to you by weddingfriend,1
"your account has been credited with 500 free text messages. to activate, just txt the word: credit to no: 80488 t&cs www.80488.biz",1
update_now - 12mths half price orange line rental: 400mins...call mobileupd8 on 08000839402 or call2optout=j5q,1
"urgent. important information for 02 user. today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",1
"urgent! your mobile was awarded a â£1,500 bonus caller prize on 27/6/03. our final attempt 2 contact u! call 08714714011",1
urgent! your mobile number has been awarded with a â£2000 prize guaranteed. call 09058094454 from land line. claim 3030. valid 12hrs only,1
"eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p",1
this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only,1
romcapspam everyone around should be responding well to your presence since you are so warm and outgoing. you are bringing in a real breath of sunshine.,1
guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18,1
"free ring tone just text ""polys"" to 87131. then every week get a new tone. 0870737910216yrs only â£1.50/wk.",1
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? this msg is free recd msgs 150p inc vat 2 cancel text stop,1
tone club: your subs has now expired 2 re-sub reply monoc 4 monos or polyc 4 polys 1 weekly @ 150p per week txt stop 2 stop this msg free stream 0871212025016,1
wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp â£1.50/msg.,1
this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18 only,1
"cmon babe, make me horny, *turn* me on! txt me your fantasy now babe -) im hot, sticky and need you now. all replies cost â£1.50. 2 cancel send stop",1
urgent! we are trying to contact u. todays draw shows that you have won a â£2000 prize guaranteed. call 09066358361 from land line. claim y87. valid 12hrs only,1
"449050000301 you have won a â£2,000 price! to claim, call 09050000301.",1
"pdate_now - double mins and 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia & bluetooth free! call mobileupd8 on 08000839402 or call2optout/!yhl",1
"had your mobile 10 mths? update to the latest camera/video phones for free. keep ur same number, get extra free mins/texts. text yes for a call",1
"you ve won! your 4* costa del sol holiday or â£5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, costâ£1.50/pm, max10mins",1
"u've been selected to stay in 1 of 250 top british hotels - for nothing! holiday valued at â£350! dial 08712300220 to claim - national rate call. bx526, sw73ss",1
not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net,1
"loan for any purpose â£500 - â£75,000. homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'",1
1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys. nokia/150p poly/200p 16+,1
"u can win â£100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.ldew.com skillgame,1winaweek, age16.150ppermesssubscription",1
i am hot n horny and willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end,1
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1
"hi, the sexychat girls are waiting for you to text them. text now for a great night chatting. send stop to stop this service",1
"urgent!! your 4* costa del sol holiday or â£5000 await collection. call 09050090044 now toclaim. sae, tc s, pobox334, stockport, sk38xh, costâ£1.50/pm, max10mins",1
"sms. ac jsco: energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. psychic? reply ans w/question. end? reply end jsco",1
dear u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18 yrs,1
you are a winner you have been specially selected to receive â£1000 cash or a â£2000 award. speak to a live operator to claim call 087123002209am-7pm. cost 10p,1
"you are being contacted by our dating service by someone you know! to find out who it is, call from your mobile or landline 09064017305 pobox75ldns7",1
"download as many ringtones as u like no restrictions, 1000s 2 choose. u can even send 2 yr buddys. txt sir to 80082 â£3",1
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1
todays vodafone numbers ending with 4882 are selected to a receive a â£350 award. if your number matches call 09064019014 to receive your â£350 award.,1
more people are dogging in your area now. call 09090204448 and join like minded guys. why not arrange 1 yourself. there's 1 this evening. aâ£1.50 minapn ls278bb,1
"urgent urgent! we have 800 free flights to europe to give away, call b4 10th sept & take a friend 4 free. call now to claim on 09050000555. ba128nnfwfly150ppm",1
call germany for only 1 pence per minute! call from a fixed line via access number 0844 861 85 85. no prepayment. direct access!,1
"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!",1
sports fans - get the latest sports news str* 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,1
txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop www.gamb.tv,1
as a registered optin subscriber ur draw 4 â£100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,1
important message. this is a final contact attempt. you have important messages waiting out our customer claims dept. expires 13/4/04. call 08717507382 now!,1
